track_title,valence,tempo,danceability,energy,speechiness
"Who You Love",0.691,145.907,0.694,0.351,0.0382
"You Are the Best Thing",0.885,170.593,0.579,0.727,0.0332
"Shake It Out",0.19,107.487,0.52,0.791,0.0378
"I And Love And You",0.162,70.223,0.494,0.268,0.0315
"The Funeral",0.127,122.507,0.316,0.769,0.0422
"Lost In My Mind",0.365,95.347,0.368,0.556,0.0306
"Ghetto Supastar (That is What You Are)",0.533,99.931,0.818,0.653,0.204
Foolish,0.69,89.209,0.477,0.728,0.0831
"Rock Wit U (Awww Baby)",0.851,94.973,0.712,0.805,0.0739
Anything,0.76,135.113,0.796,0.842,0.206
"A Little Party Never Killed Nobody (All We Got)",0.526,129.989,0.764,0.62,0.184
"No Church In The Wild",0.568,92.781,0.654,0.751,0.105
"Sweet Disposition",0.34,129.139,0.531,0.821,0.0439
"Never Say Never",0.262,160.139,0.23,0.492,0.0317
"Better Days",0.331,113.276,0.486,0.595,0.0302
Talk,0.158,120.318,0.413,0.557,0.0335
Headlights,0.267,140.048,0.459,0.851,0.0428
"Dare You To Move - Learning To Breathe Album Version",0.259,139.986,0.426,0.881,0.0404
"Never Let You Go - 2008 Version",0.967,113.76,0.728,0.94,0.0368
"In Your Arms",0.377,92.958,0.648,0.564,0.0682
"Remember Me",0.498,107.031,0.593,0.85,0.0427
Elephant,0.621,122.959,0.597,0.575,0.04
"Let It Happen",0.612,125.017,0.602,0.874,0.0428
Eventually,0.155,77.935,0.424,0.615,0.0325
Tessellate,0.436,116.961,0.702,0.607,0.0405
"Scary Monsters And Nice Sprites",0.324,139.997,0.523,0.944,0.0837
"First Of The Year (Equinox) - Equinox",0.55,115.785,0.429,0.948,0.227
"Man On The Moon",0.527,90.984,0.643,0.656,0.0654
"Bangarang (feat. Sirah)",0.576,110.026,0.716,0.972,0.196
"Joker And The Thief",0.465,155.558,0.264,0.8,0.0537
"4 Your Eyez Only",0.494,78.628,0.704,0.481,0.363
"Perplexing Pegasus",0.316,145.971,0.897,0.448,0.0766
"Patty Cake",0.406,152.094,0.806,0.77,0.19
"Wait for Me",0.308,116.723,0.488,0.624,0.0329
Loud,0.201,140.026,0.649,0.822,0.0398
"Best of You",0.369,130.198,0.366,0.94,0.0696
"My Friends Over You",0.441,177.797,0.398,0.978,0.133
"Some Nights",0.392,107.938,0.672,0.738,0.0506
One,0.445,124.95,0.68,0.769,0.28
"Copperhead Road",0.765,157.797,0.385,0.59,0.04
"Aston Martin Music",0.405,171.917,0.57,0.58,0.209
"No New Friends",0.231,124.978,0.699,0.673,0.158
"Back Up",0.449,80.46,0.816,0.561,0.316
"Slow Ride",0.366,96.807,0.858,0.415,0.184
"Break On Through (To The Other Side)",0.789,89.839,0.421,0.751,0.0472
"Dirty Deeds Done Dirt Cheap",0.507,135.653,0.668,0.906,0.17
"Black Betty",0.681,117.293,0.465,0.907,0.113
"6 Man",0.368,78.967,0.798,0.529,0.482
Stutter,0.611,87.042,0.615,0.535,0.0502
"Feel So Good",0.536,105.154,0.821,0.703,0.24
"Believe Me",0.198,91.992,0.84,0.483,0.157
"Move That Dope",0.316,131.075,0.869,0.626,0.126
"Hard In Da Paint - Explicit Album Version",0.583,71.544,0.611,0.66,0.0839
"No Flex Zone",0.247,120.08,0.925,0.519,0.104
"5 Years Time",0.788,121.967,0.8,0.559,0.116
"1, 2, 3, 4",0.56,90.56,0.458,0.55,0.0262
"Rhythm Of Love",0.726,171.878,0.531,0.542,0.0432
"Fire and the Flood",0.329,115.034,0.596,0.827,0.0372
"High Hopes",0.235,154.45,0.446,0.481,0.0313
Mykonos,0.344,121.946,0.391,0.45,0.0306
Cocoon,0.81,114.033,0.741,0.653,0.0327
"Billionaire (feat. Bruno Mars)",0.659,86.776,0.633,0.673,0.258
Gorilla,0.667,139.99,0.721,0.547,0.0367
"Versace On The Floor",0.301,174.152,0.578,0.574,0.0454
"The Feeling",0.714,122.031,0.602,0.759,0.0342
"Animals - Extended",0.0379,128.007,0.675,0.866,0.039
"I Can't Stop",0.314,139.972,0.524,0.601,0.0335
"I Remember",0.602,128.004,0.813,0.513,0.0464
"Song 2 - 2012 Remastered Version",0.918,129.804,0.674,0.789,0.0676
"The Pretender",0.365,172.984,0.433,0.959,0.0431
"My Hero",0.301,154.047,0.374,0.927,0.0652
"Times Like These",0.274,144.574,0.373,0.905,0.0823
"Yellow Ledbetter",0.292,140.87,0.504,0.354,0.0339
Californication,0.328,96.483,0.592,0.767,0.027
"Wrong Way",0.944,74.483,0.62,0.682,0.0417
"Alive - Live",0.614,131.994,0.567,0.948,0.0886
Flawless,0.509,102.014,0.499,0.814,0.0293
"Forever - Live",0.116,144.197,0.248,0.697,0.0413
"No Longer Slaves (Live)",0.242,148.005,0.412,0.61,0.0379
"Kiss the Girl - From ""The Little Mermaid""/Soundtrack Version",0.743,134.889,0.673,0.237,0.0526
"I Wan'Na Be Like You (The Monkey Song)",0.807,96.366,0.748,0.401,0.0949
"Colors Of The Wind",0.219,62.659,0.249,0.17,0.0573
"The Bare Necessities",0.568,102.925,0.786,0.249,0.0694
"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",0.947,114.542,0.702,0.624,0.0285
"Can You Feel The Love Tonight",0.477,166.765,0.296,0.132,0.0719
"This Is Halloween",0.645,83.804,0.669,0.448,0.0359
"On My Way",0.467,102.004,0.61,0.698,0.028
"All Along the Watchtower",0.564,113.253,0.438,0.805,0.0624
"What I've Done",0.287,120.119,0.623,0.93,0.0324
"Why Don't You Get A Job",0.595,107.915,0.767,0.876,0.0757
"La Grange - 2005 Remastered Version",0.606,80.544,0.545,0.64,0.224
"American Woman - Remastered",0.37,92.697,0.55,0.726,0.0516
"Bad Company - 2015 Remastered Version",0.444,113.713,0.545,0.467,0.0305
"Shoot to Thrill",0.48,141.038,0.457,0.904,0.0747
"Hells Bells",0.303,106.767,0.389,0.873,0.0475
Otherside,0.513,123.229,0.458,0.795,0.0574
"Fat Bottomed Girls",0.452,88.933,0.341,0.674,0.0492
"Baby Love - Juke Box Single Version",0.649,135.821,0.594,0.698,0.0365
"Get Ready",0.877,132.966,0.59,0.737,0.0384
"Rescue Me",0.963,122.753,0.674,0.552,0.032
"I Got You (I Feel Good)",0.682,70.702,0.608,0.471,0.0945
"Drink In My Hand",0.946,113.044,0.626,0.913,0.0318
"Amarillo By Morning",0.608,120.978,0.601,0.354,0.036
"I Like It, I Love It",0.96,124.027,0.643,0.961,0.0315
"She Thinks My Tractor's Sexy",0.906,122.07,0.689,0.886,0.0382
Chattahoochee,0.819,174.533,0.606,0.706,0.0379
"Carrying Your Love With Me",0.357,138.218,0.63,0.473,0.0269
"Ocean Front Property",0.787,78.298,0.656,0.326,0.0283
"Family Tradition",0.794,126.342,0.66,0.523,0.0608
"The Best Day",0.356,132.362,0.642,0.502,0.0296
"Where I Come From",0.769,124.709,0.731,0.63,0.0332
"Friends in Low Places",0.624,107.739,0.553,0.655,0.0355
"Give It Away",0.605,148.091,0.669,0.651,0.0275
"Record Year",0.57,160.031,0.589,0.641,0.0838
"Long Black Train",0.84,169.867,0.472,0.709,0.051
"Lovin' You Is Fun",0.597,109.958,0.703,0.83,0.0327
"Head Over Boots",0.678,108.016,0.557,0.676,0.027
"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",0.536,94.597,0.592,0.422,0.0332
"Dixieland Delight - Single Edit",0.514,95.852,0.464,0.405,0.033
Madness,0.218,180.301,0.502,0.417,0.0718
"Five Hours",0.575,127.907,0.88,0.821,0.118
"Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix",0.114,126.044,0.567,0.813,0.0581
"Jubel - Original Mix",0.173,124.988,0.697,0.475,0.0411
"Tidal Wave",0.489,173.956,0.529,0.865,0.0418
"Younger - Kygo Remix",0.616,113.999,0.687,0.471,0.0962
"Cut Your Teeth - Kygo Remix",0.438,99.978,0.673,0.666,0.0422
"Red Lights",0.548,124.989,0.654,0.83,0.0366
"Hurricane - Arty Remix",0.458,127.978,0.448,0.845,0.0611
Shelter,0.26,199.526,0.276,0.796,0.0579
"Colors - Audien Remix",0.672,135.032,0.631,0.886,0.117
"How To Love (feat. Sofia Reyes)",0.63,118.894,0.673,0.894,0.0594
Cool,0.515,128.016,0.525,0.857,0.0324
"Take Me Home (feat. Bebe Rexha)",0.477,127.951,0.571,0.903,0.214
"Stand By Me - Single/LP Version",0.673,119.136,0.632,0.232,0.0318
"Don't Stop 'Til You Get Enough - Single Version",0.947,118.881,0.878,0.821,0.089
"Smooth Criminal",0.875,126.942,0.647,0.964,0.06
Shout,0.527,97.921,0.509,0.935,0.0411
"Hold On Loosely",0.898,127.227,0.567,0.559,0.0288
"Small Town",0.681,123.149,0.661,0.909,0.0338
"The Power Of Love",0.964,118.764,0.745,0.751,0.0333
"Addicted To Love",0.973,111.583,0.703,0.579,0.0308
"Vivir Mi Vida",0.893,105.017,0.655,0.877,0.0344
Loco,0.915,132.987,0.756,0.863,0.028
Epic,0.262,174.238,0.358,0.893,0.12
Cannonball,0.729,112.508,0.502,0.758,0.0407
"Interstate Love Song",0.483,170.616,0.214,0.947,0.0507
Bubbly,0.257,127.866,0.688,0.477,0.036
Dammit,0.374,109.727,0.407,0.968,0.108
"Free Smoke",0.208,141.953,0.617,0.492,0.448
"Ice Melts",0.631,124.949,0.813,0.558,0.337
"Type of Way",0.796,134.875,0.846,0.497,0.419
"No Effort",0.325,99.998,0.895,0.698,0.207
"Cut It (feat. Young Dolph)",0.231,130.0,0.875,0.673,0.0932
"I'm so Groovy",0.386,138.059,0.938,0.478,0.265
"Doubt It",0.764,74.857,0.718,0.773,0.426
"Catch Me Outside",0.681,111.999,0.939,0.659,0.249
"I'm The Plug",0.25,160.016,0.828,0.55,0.252
"Want Her",0.396,101.029,0.831,0.62,0.0452
"Know Yourself",0.164,114.812,0.735,0.41,0.2
"10 Bands",0.87,173.0,0.835,0.756,0.382
"Deadz (feat. 2 Chainz)",0.372,123.012,0.862,0.785,0.232
"Transportin'",0.257,94.053,0.804,0.66,0.0726
"Addicted To My Ex",0.0491,140.009,0.83,0.5,0.0725
"Not a Bad Thing",0.444,84.729,0.337,0.717,0.165
"Gone, Gone, Gone",0.513,118.007,0.667,0.638,0.0404
"Feel Again",0.343,140.014,0.474,0.833,0.052
"We Are Young (feat. Janelle Monáe) - feat. Janelle Monae",0.735,184.086,0.378,0.638,0.075
Polaroid,0.235,76.987,0.545,0.607,0.0356
"Dark Times",0.24,132.986,0.585,0.421,0.0707
"Suit & Tie",0.357,101.985,0.795,0.596,0.219
Chocolate,0.607,100.058,0.614,0.938,0.0611
"Born In The U.S.A.",0.512,121.856,0.397,0.861,0.0569
Flaws,0.41,144.247,0.57,0.657,0.0356
"Love Runs Out",0.725,120.017,0.712,0.924,0.059
"The Wolf",0.326,152.932,0.418,0.824,0.0467
Cleopatra,0.438,151.357,0.539,0.775,0.0432
"The Fall",0.0453,120.067,0.305,0.415,0.0436
"Wilder Mind",0.6,78.905,0.446,0.725,0.0428
Barcelona,0.171,93.997,0.629,0.577,0.0306
"Tompkins Square Park",0.446,161.295,0.472,0.794,0.0519
"Cold Cold Man",0.509,110.978,0.613,0.661,0.0263
"From the Inside Out - Live",0.303,137.05,0.375,0.694,0.0397
"Give Me Faith",0.339,145.992,0.484,0.61,0.0266
"All the Poor and Powerless",0.17,143.895,0.41,0.397,0.0371
"Great Are You Lord - Live",0.145,143.977,0.39,0.457,0.0327
"In Christ Alone",0.262,127.986,0.526,0.482,0.0311
"Such Great Heights",0.198,174.984,0.653,0.818,0.047
"Shake Me Down",0.132,105.11,0.457,0.613,0.0295
"Gimme All Your Love",0.188,100.754,0.382,0.57,0.044
"It's Strange",0.417,85.951,0.837,0.492,0.354
Slip,0.334,63.498,0.723,0.273,0.0451
"Late Night",0.295,51.539,0.442,0.446,0.786
"Puzzle Pieces",0.597,114.088,0.537,0.89,0.0488
"Do It",0.753,119.605,0.818,0.858,0.0398
"Let It Rain",0.686,158.979,0.712,0.714,0.089
"Good News",0.965,122.979,0.931,0.71,0.0536
"Spice Girl",0.868,78.1,0.693,0.464,0.224
"Gangnam Style (강남스타일)",0.757,132.077,0.727,0.938,0.288
"Pony - Extended Mix",0.968,142.03,0.761,0.608,0.0887
"Sexy Bitch (feat. Akon) - feat. Akon",0.816,130.027,0.813,0.626,0.0448
"Sister Christian",0.227,177.356,0.447,0.348,0.039
Patience,0.372,120.459,0.457,0.266,0.0313
"Straight Up",0.762,95.862,0.769,0.826,0.0624
"Here I Go Again",0.316,173.82,0.234,0.75,0.0738
"Take It On the Run - Remastered",0.452,77.81,0.371,0.758,0.036
"Fishin' In The Dark",0.906,77.756,0.771,0.283,0.0444
"All Right Now",0.824,120.059,0.787,0.472,0.0832
"(I Can't Get No) Satisfaction - Mono Version / Remastered 2002",0.904,136.282,0.725,0.853,0.0353
Glory,0.181,100.054,0.359,0.649,0.0545
"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",0.56,141.345,0.576,0.602,0.315
"Settle Down",0.841,107.117,0.597,0.952,0.051
"Good Grief",0.877,120.041,0.73,0.758,0.0653
"American Money",0.326,134.984,0.542,0.867,0.0813
"Thunder Clatter",0.635,123.019,0.6,0.968,0.0329
"Seeing Stars",0.909,91.998,0.643,0.891,0.0592
"ILYSB - STRIPPED",0.128,83.814,0.564,0.408,0.0793
"Don't Wanna Be Your Girl",0.155,129.979,0.62,0.193,0.0439
Fallingforyou,0.0935,170.118,0.251,0.287,0.0408
"All We Do",0.366,126.751,0.586,0.237,0.049
"Super Far",0.495,96.011,0.754,0.458,0.144
"Technicolour Beat",0.0956,130.029,0.599,0.36,0.032
UGH!,0.855,100.028,0.769,0.709,0.183
"American Teen",0.207,100.436,0.658,0.623,0.0398
Saved,0.553,81.044,0.739,0.448,0.138
"Oceans Away",0.221,105.885,0.617,0.642,0.0334
"Die Trying",0.0751,125.178,0.417,0.355,0.0806
"Shot Down",0.489,123.921,0.767,0.512,0.0591
"We Won't",0.51,63.716,0.4,0.319,0.227
"Get You (feat. Kali Uchis)",0.358,74.038,0.658,0.294,0.0321
"Can't Hide",0.318,179.944,0.61,0.69,0.091
"Tired of Talking",0.398,100.946,0.669,0.693,0.0695
"Ocean Eyes - Astronomyy Remix",0.0608,144.936,0.583,0.473,0.0354
"Coming Over (feat. James Hersey)",0.698,174.031,0.631,0.661,0.0999
"Jimmy Choo",0.468,132.97,0.893,0.646,0.1
"Whole Lotta Lovin'",0.405,160.159,0.438,0.399,0.0623
"Your Soul",0.0752,94.46,0.487,0.68,0.0408
"You Were Right",0.735,122.014,0.708,0.793,0.0341
"End Credits",0.314,171.352,0.435,0.505,0.147
Stranglehold,0.49,148.189,0.484,0.711,0.0331
"Immigrant Song",0.619,112.937,0.564,0.932,0.0554
"Ramble On",0.886,98.429,0.468,0.607,0.0336
"Black Dog",0.749,81.394,0.437,0.864,0.0904
"Let's Dance - 1999 Remastered Version",0.709,115.043,0.619,0.703,0.0525
"White Room",0.486,109.837,0.55,0.576,0.0306
"Sunshine Of Your Love",0.784,115.078,0.684,0.481,0.0384
"Rock And Roll",0.871,169.613,0.317,0.887,0.0375
"Voodoo Child (Slight Return)",0.447,175.561,0.214,0.91,0.389
"Tuesday's Gone",0.449,150.522,0.225,0.616,0.0295
"Bad Romance",0.721,118.99,0.697,0.921,0.0391
"Crank That (Soulja Boy)",0.808,140.13,0.732,0.724,0.101
"Tonight (I'm Fuckin' You)",0.321,125.953,0.648,0.89,0.0523
"What Time Is It",0.723,116.033,0.747,0.916,0.0831
"Work This Out",0.782,121.986,0.801,0.934,0.108
"Gotta Go My Own Way",0.324,88.885,0.458,0.476,0.0316
"Born This Way",0.519,123.884,0.587,0.828,0.149
"Introducing Me",0.676,113.072,0.513,0.496,0.0511
"This Feeling",0.318,130.835,0.626,0.333,0.0365
"White Rabbit",0.322,106.798,0.551,0.293,0.0272
"Fall in Love",0.504,105.105,0.627,0.837,0.36
Crew,0.445,129.938,0.728,0.607,0.132
"Help Me Lose My Mind",0.306,109.029,0.777,0.71,0.0539
"Cold Blooded",0.555,124.992,0.849,0.688,0.0686
"Better When I'm Dancin'",0.873,127.987,0.756,0.789,0.0324
"Love You Like A Love Song",0.922,117.009,0.858,0.678,0.0469
"Give Your Heart A Break",0.65,123.026,0.643,0.695,0.0463
Milkshake,0.759,112.968,0.881,0.774,0.0439
"Confessions Part II - Confessions Special Edition Version",0.702,138.007,0.845,0.467,0.138
"Over You",0.564,156.045,0.425,0.922,0.0412
Drowning,0.479,141.962,0.574,0.825,0.0392
Silhouette,0.657,119.995,0.718,0.921,0.264
"Send Me On My Way",0.73,119.515,0.504,0.709,0.0815
Aloha,0.337,99.973,0.638,0.629,0.0834
"The Half",0.445,170.031,0.705,0.705,0.12
"Love On Me",0.649,124.18,0.485,0.91,0.0977
"Limelight - NGHTMRE Remix",0.298,145.053,0.573,0.594,0.0444
"Heart Skipped a Beat",0.508,122.745,0.826,0.352,0.0508
"Dead Sea",0.482,94.044,0.712,0.321,0.0282
Trojans,0.536,140.002,0.721,0.822,0.0391
"Reality - Radio Edit",0.602,122.145,0.714,0.697,0.032
"I'm A Mess",0.336,138.754,0.697,0.377,0.0397
"Not In That Way",0.281,70.359,0.442,0.146,0.0408
"You're The One That I Want - From “Grease” Soundtrack",0.862,106.6,0.739,0.766,0.0785
"The Only Exception",0.209,137.715,0.452,0.563,0.0272
"Do I",0.299,137.985,0.581,0.691,0.0333
"Because of You",0.15,139.92,0.587,0.583,0.0313
"Save Myself",0.481,78.842,0.552,0.29,0.0448
crushcrushcrush,0.648,136.96,0.631,0.793,0.0468
Angels,0.204,111.558,0.472,0.265,0.0356
"No Favors",0.351,124.719,0.58,0.768,0.386
"Dream A Little Dream Of Me - Album Version With Introduction",0.331,133.91,0.459,0.322,0.0595
"Keep Me",0.663,112.048,0.778,0.574,0.0327
"Home Sweet Home",0.144,76.34,0.404,0.778,0.0351
"We're Not Gonna Take It",0.922,149.186,0.502,0.924,0.0503
"Won't Get Fooled Again - Remix",0.271,134.919,0.702,0.841,0.045
"How You Like Me Now",0.268,110.059,0.647,0.71,0.029
Mother,0.36,148.56,0.37,0.767,0.0595
"Heat Of The Moment",0.576,136.136,0.324,0.84,0.0489
"White Lies",0.969,162.898,0.695,0.878,0.0441
"Fluorescent Adolescent",0.821,112.115,0.646,0.813,0.0288
"Tighten Up",0.567,108.965,0.504,0.705,0.0665
"Mountain At My Gates",0.617,104.05,0.495,0.931,0.0469
"I Need My Girl",0.106,126.028,0.523,0.438,0.0356
Wiseman,0.538,138.513,0.717,0.373,0.061
"What It's Like",0.405,85.158,0.678,0.556,0.0281
Tonight,0.737,155.89,0.464,0.949,0.0747
Walk,0.191,138.311,0.231,0.866,0.0517
"Just Give Me a Reason",0.441,95.002,0.778,0.547,0.0489
Hercules,0.334,90.001,0.645,0.538,0.031
"Here Comes Santa Claus (Right Down Santa Claus Lane)",0.976,96.628,0.834,0.372,0.0358
"Classy Girls",0.488,121.017,0.717,0.804,0.0342
"Dancing On My Own",0.193,112.175,0.608,0.174,0.0332
Jealous,0.0935,128.532,0.435,0.155,0.046
"Not Over You",0.364,142.051,0.63,0.894,0.0544
"Beverly Hills",0.741,87.904,0.693,0.823,0.0726
"Lucy In The Sky With Diamonds - Remastered",0.668,65.09,0.311,0.325,0.0283
"All You Need Is Love - Remastered 2009",0.653,103.436,0.4,0.48,0.0295
"Hello, Goodbye - Remastered",0.806,99.307,0.479,0.733,0.0256
"I Will Survive",0.66,116.287,0.773,0.641,0.0421
"My Life",0.804,131.097,0.741,0.647,0.0427
"Evil Woman",0.896,119.855,0.703,0.58,0.0282
"Don't Go Breaking My Heart",0.777,131.459,0.729,0.844,0.0344
"Heartbreak Warfare",0.311,97.031,0.624,0.554,0.0225
"First Date",0.882,95.594,0.579,0.928,0.0411
Chariot,0.443,167.467,0.376,0.832,0.0448
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",0.684,96.574,0.772,0.371,0.0348
Running,0.398,130.0,0.556,0.855,0.19
Ashley,0.433,117.941,0.618,0.91,0.18
OctaHate,0.361,79.979,0.617,0.672,0.0603
"Ignition / Do You... (Mashup)",0.423,135.022,0.559,0.621,0.0285
"Be Together (feat. Wild Belle)",0.193,79.93,0.497,0.627,0.0319
"If I Didn't Have You",0.53,147.91,0.549,0.805,0.0277
Pontoon,0.867,96.02,0.721,0.819,0.0269
"Come Back Song",0.777,177.936,0.519,0.751,0.0382
"Am I The Only One",0.88,165.972,0.579,0.878,0.145
"My Church",0.664,76.979,0.517,0.743,0.0363
"80s Mercedes",0.659,90.933,0.485,0.834,0.0715
"Just A Dream - Main",0.0979,89.981,0.552,0.757,0.0294
"Set Fire to the Rain",0.466,108.003,0.61,0.683,0.0253
"A Year Without Rain",0.409,119.98,0.627,0.81,0.0431
"The Edge Of Glory",0.361,127.952,0.581,0.772,0.0401
"Feeling Good",0.546,79.206,0.399,0.326,0.0386
"The Mother We Share",0.317,174.037,0.452,0.716,0.0313
Recover,0.18,170.045,0.421,0.631,0.0537
"Bleeding Out",0.336,117.905,0.318,0.749,0.0702
"If I Lose Myself",0.298,140.084,0.486,0.708,0.0439
Questions,0.565,105.803,0.614,0.598,0.0561
"Yours If You Want It",0.419,112.998,0.554,0.903,0.0515
"You Broke Up with Me",0.883,120.013,0.846,0.711,0.061
"What Ifs",0.687,125.976,0.612,0.799,0.0275
"Buzzcut Season",0.257,111.015,0.729,0.62,0.0783
"Should Have Known Better",0.252,90.99,0.564,0.166,0.0327
Hotel,0.371,117.975,0.628,0.443,0.0319
"24 Hours",0.241,108.246,0.519,0.873,0.0393
"Why Georgia",0.369,96.915,0.608,0.639,0.0246
Yayo,0.152,136.402,0.462,0.0898,0.0355
"Bandz A Make Her Dance",0.576,130.977,0.871,0.743,0.277
"Ball (feat. Lil Wayne)",0.512,94.98,0.772,0.885,0.0847
"Do My Dance",0.754,153.959,0.844,0.614,0.0728
"No Interruption",0.55,103.0,0.497,0.706,0.0667
"Holdin On",0.217,90.053,0.43,0.436,0.119
"CHA CHA",0.656,135.0,0.734,0.743,0.0345
Hope,0.281,142.923,0.822,0.6,0.331
Dessert,0.75,97.012,0.868,0.679,0.0397
Insane,0.0479,188.069,0.348,0.536,0.0454
"Somewhere Only We Know",0.287,80.925,0.313,0.286,0.0324
Obsessed,0.384,86.467,0.742,0.471,0.0695
"Plain Jane",0.52,170.142,0.797,0.844,0.275
"do re mi (feat. Gucci Mane)",0.196,112.015,0.746,0.647,0.052
"I'm N Luv (Wit a Stripper)",0.512,145.171,0.731,0.368,0.0688
"So Far Away",0.0615,189.029,0.0993,0.511,0.0354
Vacation,0.112,107.605,0.615,0.269,0.0346
"Between The Bars",0.342,135.298,0.522,0.074,0.0598
"Your Body",0.575,103.024,0.593,0.781,0.0547
"Pretty Girl Rock",0.9,160.014,0.666,0.87,0.246
"Wasting All These Tears",0.301,155.865,0.463,0.789,0.0378
"Give Me One Reason",0.602,100.22,0.608,0.419,0.0331
"Chillin' It",0.666,137.982,0.576,0.849,0.0386
"Hey Pretty Girl",0.0935,83.112,0.291,0.4,0.0306
Sideways,0.815,108.046,0.624,0.915,0.0364
"Friday Night",0.722,120.009,0.657,0.841,0.0452
"My Maria",0.897,125.571,0.673,0.842,0.0365
"Follow Your Arrow",0.614,98.03,0.632,0.649,0.0267
"Nowhere Fast",0.48,101.974,0.788,0.488,0.0286
"Living Single",0.719,79.862,0.717,0.618,0.315
"Life On Mars? - 2015 Remastered Version",0.216,123.281,0.442,0.384,0.0414
"Like a Rolling Stone",0.562,95.261,0.483,0.721,0.032
"Movin' Out (Anthony's Song)",0.895,133.898,0.664,0.88,0.0326
"Wop (Official Version)",0.601,112.002,0.854,0.707,0.071
"Parking Lot Party",0.856,171.72,0.54,0.86,0.081
"Knock You Down",0.645,155.165,0.588,0.877,0.16
"Señorita",0.87,97.963,0.841,0.629,0.0442
"Pusher Love Girl",0.511,140.009,0.485,0.441,0.0775
"You Da One",0.863,127.05,0.702,0.715,0.0425
Strip,0.712,94.982,0.803,0.79,0.125
"Steal My Girl",0.545,77.217,0.536,0.768,0.0347
Icarus,0.511,121.985,0.836,0.859,0.1
"Secrets - Radio Edit",0.185,128.004,0.677,0.811,0.043
Freak,0.597,125.988,0.679,0.867,0.219
"Break Up with Him",0.56,152.035,0.615,0.632,0.0374
"Night's On Fire",0.784,164.046,0.54,0.776,0.043
"Good Company",0.784,95.032,0.641,0.794,0.0668
"Crazy Love",0.532,109.991,0.689,0.881,0.0545
"Love & War (feat. Yade Lauren)",0.543,160.036,0.577,0.911,0.0512
"Ritual (feat. Wrabel)",0.3,109.891,0.561,0.946,0.128
"Say Less",0.646,135.953,0.681,0.925,0.209
Spaceships,0.52,150.054,0.441,0.766,0.0533
Matches,0.329,149.785,0.555,0.783,0.112
"All of Me (feat. Logic, ROZES)",0.199,142.034,0.628,0.877,0.041
"Mixtape (feat. Young Thug & Lil Yachty)",0.126,126.981,0.838,0.43,0.281
Beware,0.062,97.219,0.739,0.553,0.174
"F*ck Up Some Commas",0.46,139.995,0.874,0.568,0.224
"Good Morning",0.392,88.025,0.701,0.822,0.0738
Dangerous,0.807,117.002,0.949,0.79,0.0756
"Excuse Me",0.501,103.945,0.827,0.631,0.31
"Drinks On Us",0.485,128.982,0.774,0.628,0.274
"through the late night",0.242,127.051,0.744,0.589,0.0359
"Let It Bang",0.119,130.059,0.887,0.535,0.139
"All Falls Down",0.434,91.03,0.657,0.734,0.484
Reminder,0.391,160.043,0.705,0.505,0.192
"All I Know",0.175,120.012,0.469,0.417,0.0704
"Gucci On My (feat. 21 Savage, YG & Migos)",0.0886,140.004,0.934,0.359,0.23
"Ocean Avenue",0.786,173.734,0.486,0.904,0.0638
"Roller Coaster",0.684,116.148,0.579,0.948,0.048
"That's What You Get",0.632,131.094,0.528,0.831,0.0429
Sleep,0.152,155.973,0.188,0.952,0.201
"Because Of You",0.828,109.97,0.81,0.538,0.0356
"Say Goodbye",0.388,115.091,0.8,0.502,0.0371
"How Will I Know",0.301,84.046,0.506,0.124,0.0719
"Ex Calling",0.0588,155.976,0.773,0.564,0.249
"Hold Me",0.104,117.999,0.609,0.353,0.0352
"One Wish",0.602,127.673,0.525,0.652,0.28
"Supermarket Flowers",0.257,89.749,0.589,0.242,0.0442
Differences,0.474,62.952,0.502,0.485,0.066
"Love in This Club, Pt. II",0.505,138.387,0.608,0.499,0.148
"Never Be Alone",0.276,199.835,0.376,0.466,0.0353
"Everybody Dies In Their Nightmares",0.689,129.953,0.734,0.57,0.133
"Fire & Desire",0.253,79.904,0.711,0.254,0.0863
Fairytale,0.319,131.958,0.772,0.512,0.258
"Fuck Love (feat. Trippie Redd)",0.329,131.036,0.797,0.533,0.0412
"U Got It Bad",0.649,124.037,0.816,0.5,0.03
Clumsy,0.597,170.048,0.381,0.841,0.0551
"Pardon Me",0.28,152.018,0.582,0.817,0.0631
"Amazing Grace",0.253,136.423,0.4,0.042,0.0756
Bloom,0.0472,140.115,0.302,0.0259,0.0348
"Family Affair",0.966,92.895,0.925,0.56,0.0436
Overcome,0.176,174.972,0.294,0.99,0.116
"Try Me",0.247,170.044,0.56,0.81,0.0872
"Jugg (feat. Monty)",0.499,148.064,0.635,0.721,0.049
"Drama (feat. Drake)",0.113,122.043,0.709,0.362,0.055
"Rock Bottom",0.669,157.975,0.61,0.707,0.0579
"Love You Like That",0.702,145.129,0.561,0.756,0.0287
"One Hell Of An Amen",0.551,138.048,0.547,0.664,0.028
"Kiss You In The Morning",0.857,152.13,0.557,0.909,0.0423
"Gonna Wanna Tonight",0.695,123.988,0.584,0.754,0.0425
